"movie_id","genre"
538,"西部"
538,"冒险"
539,"动作"
540,"剧情"
540,"惊悚"
540,"同性"
541,"爱情"
542,"剧情"
542,"喜剧"
542,"爱情"
542,"家庭"
543,"动作"
543,"爱情"
543,"惊悚"
543,"恐怖"
543,"犯罪"
543,"奇幻"
544,"动画"
545,"剧情"
545,"悬疑"
546,"剧情"
546,"动作"
546,"犯罪"
547,"喜剧"
547,"动作"
547,"犯罪"
548,"剧情"
548,"战争"
549,"喜剧"
550,"科幻"
550,"动画"
551,"剧情"
551,"音乐"
552,"喜剧"
552,"科幻"
552,"动画"
553,"动作"
553,"动画"
554,"动作"
554,"科幻"
554,"动画"
555,"动画"
556,"动作"
556,"科幻"
556,"动画"
557,"喜剧"
557,"动画"
557,"冒险"
558,"喜剧"
558,"动画"
558,"歌舞"
558,"冒险"
559,"喜剧"
559,"动作"
559,"动画"
559,"冒险"
560,"喜剧"
560,"动作"
560,"动画"
560,"冒险"
561,"动画"
561,"冒险"
562,"剧情"
562,"传记"
563,"剧情"
563,"爱情"
563,"传记"
564,"剧情"
564,"喜剧"
564,"爱情"
565,"剧情"
565,"爱情"
565,"同性"
566,"剧情"
566,"爱情"
566,"悬疑"
566,"惊悚"
567,"剧情"
567,"喜剧"
568,"剧情"
568,"爱情"
568,"歌舞"
569,"剧情"
569,"动作"
569,"爱情"
569,"科幻"
569,"奇幻"
570,"喜剧"
570,"犯罪"
571,"喜剧"
571,"奇幻"
571,"武侠"
572,"剧情"
572,"悬疑"
572,"惊悚"
572,"恐怖"
573,"剧情"
573,"喜剧"
573,"古装"
574,"动作"
574,"惊悚"
574,"冒险"
575,"剧情"
575,"科幻"
575,"悬疑"
575,"奇幻"
576,"剧情"
576,"传记"
576,"历史"
577,"喜剧"
577,"爱情"
577,"古装"
578,"喜剧"
578,"家庭"
578,"奇幻"
579,"剧情"
579,"悬疑"
579,"惊悚"
579,"恐怖"
579,"犯罪"
580,"剧情"
581,"剧情"
581,"动作"
582,"剧情"
583,"剧情"
583,"悬疑"
584,"剧情"
584,"音乐"
585,"喜剧"
585,"动作"
585,"犯罪"
586,"剧情"
586,"悬疑"
587,"剧情"
587,"动作"
588,"剧情"
588,"爱情"
588,"历史"
588,"战争"
589,"剧情"
589,"爱情"
589,"战争"
590,"剧情"
590,"爱情"
590,"传记"
590,"历史"
591,"剧情"
591,"动作"
591,"惊悚"
591,"犯罪"
592,"恐怖"
592,"奇幻"
593,"剧情"
593,"爱情"
594,"喜剧"
595,"喜剧"
595,"动画"
595,"冒险"
596,"剧情"
596,"爱情"
597,"喜剧"
597,"动画"
597,"歌舞"
597,"冒险"
598,"喜剧"
598,"爱情"
599,"喜剧"
599,"爱情"
599,"奇幻"
600,"剧情"
600,"喜剧"
601,"剧情"
601,"喜剧"
601,"家庭"
602,"剧情"
603,"剧情"
604,"剧情"
604,"喜剧"
604,"家庭"
605,"喜剧"
605,"爱情"
605,"奇幻"
606,"剧情"
606,"爱情"
606,"同性"
607,"剧情"
607,"爱情"
607,"悬疑"
608,"喜剧"
608,"动作"
608,"犯罪"
609,"喜剧"
609,"爱情"
610,"悬疑"
610,"惊悚"
611,"剧情"
611,"爱情"
611,"情色"
612,"剧情"
612,"爱情"
613,"剧情"
613,"传记"
613,"冒险"
614,"动作"
614,"奇幻"
614,"冒险"
615,"剧情"
615,"科幻"
615,"悬疑"
616,"剧情"
616,"爱情"
616,"战争"
617,"动作"
617,"爱情"
617,"武侠"
617,"古装"
618,"剧情"
618,"科幻"
618,"动画"
619,"喜剧"
619,"奇幻"
620,"喜剧"
620,"运动"
621,"剧情"
621,"动作"
621,"爱情"
621,"犯罪"
622,"剧情"
622,"犯罪"
623,"剧情"
623,"爱情"
623,"情色"
624,"剧情"
624,"爱情"
624,"情色"
625,"剧情"
625,"爱情"
626,"喜剧"
626,"爱情"
627,"剧情"
627,"动作"
627,"战争"
628,"动作"
628,"爱情"
628,"科幻"
628,"动画"
628,"奇幻"
629,"爱情"
630,"剧情"
630,"家庭"
630,"战争"
631,"剧情"
631,"战争"
632,"剧情"
632,"悬疑"
632,"惊悚"
632,"恐怖"
633,"喜剧"
633,"动作"
633,"鬼怪"
634,"剧情"
634,"喜剧"
634,"音乐"
635,"剧情"
635,"动作"
635,"冒险"
635,"武侠"
635,"古装"
636,"剧情"
636,"动作"
636,"犯罪"
637,"剧情"
637,"动作"
637,"惊悚"
637,"犯罪"
638,"喜剧"
638,"动作"
638,"悬疑"
638,"惊悚"
638,"犯罪"
639,"剧情"
639,"动作"
639,"武侠"
639,"古装"
640,"剧情"
640,"音乐"
641,"剧情"
641,"动作"
641,"奇幻"
642,"剧情"
642,"动画"
642,"悬疑"
642,"惊悚"
642,"犯罪"
643,"剧情"
643,"喜剧"
643,"爱情"
643,"奇幻"
